"","fish_id","bin","LLLL","LLLR","LLRL","LLRR","LRLL","LRLR","LRRL","LRRR","RLLL","RLLR","RLRL","RLRR","RRLL","RRLR","RRRL","RRRR","L","R","total_turns","reps","alts","rel_reps","rel_alts","rel_R","rel_L"
"62","108","2",12,6,7,4,8,13,3,2,6,5,14,1,4,1,2,0,57,34,91,12,27,13.1868131868132,29.6703296703297,37.3626373626374,62.6373626373626
"63","108","3",5,6,6,6,5,12,9,0,6,6,11,2,7,1,0,0,50,35,85,5,23,5.88235294117647,27.0588235294118,41.1764705882353,58.8235294117647
"64","108","4",8,5,6,1,5,2,2,1,6,2,1,1,3,0,1,0,33,14,47,8,3,17.0212765957447,6.38297872340426,29.7872340425532,70.2127659574468
"65","108","5",7,2,1,1,1,2,1,0,1,0,2,0,1,0,0,0,17,5,22,7,4,31.8181818181818,18.1818181818182,22.7272727272727,77.2727272727273
"66","108","6",10,2,2,1,2,1,0,1,2,0,1,0,1,0,1,0,21,6,27,10,2,37.037037037037,7.40740740740741,22.2222222222222,77.7777777777778
"67","11","1",1,2,2,2,3,1,2,0,2,3,2,0,1,1,0,0,15,10,25,1,3,4,12,40,60
"68","11","2",117,14,10,6,13,9,7,2,14,2,12,3,3,6,2,0,181,42,223,117,21,52.4663677130045,9.41704035874439,18.8340807174888,81.1659192825112
"69","11","3",259,9,8,2,9,0,2,0,10,1,0,0,2,0,0,0,292,13,305,259,0,84.9180327868852,0,4.26229508196721,95.7377049180328
"70","11","4",200,10,10,0,10,1,0,0,9,1,1,0,0,0,0,0,233,12,245,200,2,81.6326530612245,0.816326530612245,4.89795918367347,95.1020408163265
"71","11","5",165,10,12,0,12,0,0,0,10,2,0,0,0,0,0,0,202,12,214,165,0,77.1028037383178,0,5.60747663551402,94.392523364486
"72","11","6",173,5,5,0,5,0,0,0,5,0,0,0,0,0,0,0,191,5,196,173,0,88.265306122449,0,2.55102040816327,97.4489795918367
"73","12","1",5,10,17,3,13,11,6,5,9,10,7,8,6,4,4,0,70,51,121,5,18,4.13223140495868,14.8760330578512,42.1487603305785,57.8512396694215
"74","12","2",5,4,10,7,11,13,9,2,4,13,14,5,6,5,2,2,62,53,115,7,27,6.08695652173913,23.4782608695652,46.0869565217391,53.9130434782609
"75","12","3",5,5,2,9,5,13,8,5,5,6,16,4,6,7,5,1,53,52,105,6,29,5.71428571428571,27.6190476190476,49.5238095238095,50.4761904761905
"76","12","4",22,7,8,3,6,7,2,5,7,4,6,4,4,3,5,3,62,37,99,25,13,25.2525252525253,13.1313131313131,37.3737373737374,62.6262626262626
"77","12","5",1,2,2,3,2,2,2,1,2,3,2,0,3,0,1,0,17,12,29,1,4,3.44827586206897,13.7931034482759,41.3793103448276,58.6206896551724
"78","12","6",3,4,4,2,3,2,3,1,3,2,1,2,2,1,1,0,23,14,37,3,3,8.10810810810811,8.10810810810811,37.8378378378378,62.1621621621622
"79","13","1",0,2,1,10,3,8,12,17,2,9,10,18,8,20,16,50,53,136,189,50,18,26.4550264550265,9.52380952380952,71.957671957672,28.042328042328
"80","13","2",0,0,0,2,0,0,2,20,0,2,0,20,2,19,19,113,24,178,202,113,0,55.9405940594059,0,88.1188118811881,11.8811881188119
"81","13","3",0,0,0,2,0,0,1,15,0,2,0,14,2,14,14,105,18,154,172,105,0,61.046511627907,0,89.5348837209302,10.4651162790698
"82","13","4",0,0,0,1,0,1,1,12,0,1,0,12,1,11,11,78,15,117,132,78,1,59.0909090909091,0.757575757575758,88.6363636363636,11.3636363636364
"83","13","5",0,0,0,2,0,0,1,4,0,2,0,3,2,3,4,72,7,89,96,72,0,75,0,92.7083333333333,7.29166666666667
"84","13","6",0,0,0,0,0,0,0,4,0,0,0,4,0,4,4,77,4,92,96,77,0,80.2083333333333,0,95.8333333333333,4.16666666666667
